geometry,@id,access,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,building,height,layer,man_made,name,note,old_name,phone,ref:bag,source,source:date,start_date,toilets:wheelchair,website,wheelchair,wikidata,wikimedia_commons,wikipedia,ref,description,heritage,tower:construction,tower:type,addr:country,operator,operator:website,operator:wikidata,telecom,architect,amenity,display,faces,visibility,historic,tourism,office,short_name,source:name,building:part,heritage:operator,ref:rce,building:levels,operator:wikipedia,roof:shape,building:material,min_height,roof:height,roof:material,ref:CGBCode,landuse,material,level,opening_hours,technology,technology_1,technology_2,technology_3,communication:gsm-r,communication:mobile_phone,location,barrier,bicycle,foot,motor_vehicle,communication:television,emergency,manufacturer,siren:model,siren:purpose,siren:type,support,operator:type,contact:facebook,contact:instagram,contact:twitter,mast,nest,name:en,communication:radio,frequency,communication:microwave,lamp_type,playground,communication:emergency_services,sources,highway,lamp_mount,capacity,species,species:en,species:nl,colour
POINT (4.8839993 52.368265),node/599591870,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.88398 52.3682634),node/599591871,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8834224 52.3708136),node/599591877,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8830537 52.3580553),node/599591878,,,,,,,,8,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8830681 52.3580585),node/599591880,,,,,,,,8,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8826155 52.3658796),node/599591881,,,,,,,,6,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8834156 52.3646633),node/599591882,,,,,,,,10,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8826135 52.3621088),node/599591883,,,,,,,,12,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8823547 52.3704405),node/599591884,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8821966 52.3732357),node/599591895,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8821908 52.373235),node/599591899,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8823381 52.3486811),node/599591903,,,,,,,,30,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8815923 52.3591302),node/599591906,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8811357 52.363746),node/599591908,,,,,,,,34,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8812551 52.3638568),node/599591909,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900;GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8807261 52.3848901),node/599591913,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8807213 52.3848948),node/599591914,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8797145 52.3586373),node/599591957,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8792549 52.38307),node/599592034,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8796332 52.349065),node/599592052,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8798708 52.3257068),node/599592080,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8789224 52.3726818),node/599592100,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8773766 52.4126254),node/599592224,,,,,,,,14,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8779594 52.354603),node/599592262,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8779552 52.3546033),node/599592284,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.877249 52.3598581),node/599592295,,,,,,,,4,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8772524 52.359858),node/599592323,,,,,,,,6,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8764107 52.3318735),node/599592338,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900;UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8752297 52.4002084),node/599592530,yes,,,,,,,18,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,UMTS,,,,,,,block,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.875229 52.4002075),node/599592558,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8747281 52.3623639),node/599592676,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8744037 52.3672517),node/599592735,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8744019 52.3672518),node/599592758,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8739812 52.3555388),node/599592782,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8737299 52.3734233),node/599592806,,,,,,,,29,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8737324 52.3734204),node/599592849,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8737247 52.3734212),node/599592881,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8727601 52.3760345),node/599592953,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8723925 52.3962703),node/599592992,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8727644 52.3516059),node/599593094,,,,,,,,46,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8727394 52.3516059),node/599593160,,,,,,,,46,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8722272 52.3788852),node/599593229,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GSM 900, UMTS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8725242 52.3399023),node/599593302,,,,,,,,75,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8725185 52.3399027),node/599593339,,,,,,,,75,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8718411 52.3790783),node/599593454,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GSM 1800, 900, UMTS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8724024 52.3321997),node/599593507,,,,,,,,16,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8709072 52.371209),node/599593541,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8708373 52.3661126),node/599593586,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8708344 52.3661127),node/599593606,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8708353 52.3661114),node/599593626,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8707079 52.3499868),node/599593653,,,,,,,,21,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8707284 52.3499882),node/599593671,,,,,,,,22,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8701097 52.3275071),node/599593693,,,,,,,,30,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8701097 52.3275071),node/599593715,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8695042 52.3741947),node/599593736,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8685725 52.3640072),node/599593867,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8685832 52.3640087),node/599593925,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8687686 52.343113),node/599594009,,,,,,,,39,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8665653 52.3601083),node/599594054,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8665589 52.3601081),node/599594056,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8664868 52.3543341),node/599594061,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8659857 52.3601595),node/599594078,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8659768 52.3601544),node/599594083,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.865986 52.3601535),node/599594088,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8658347 52.3542719),node/599594090,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8652053 52.3803246),node/599594093,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8652153 52.3707437),node/599594096,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8652752 52.3656479),node/599594097,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.862357 52.4034353),node/599594105,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8623489 52.4034293),node/599594106,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8623689 52.4034345),node/599594125,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8619636 52.3712955),node/599594168,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8614752 52.3815304),node/599594193,,,,,,,,14,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8608455 52.3640465),node/599594211,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8598526 52.3586494),node/599594212,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8589673 52.3503947),node/599594218,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8589555 52.3503954),node/599594219,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8585999 52.3696988),node/599594223,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.858606 52.3696925),node/599594225,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8586053 52.3696987),node/599594226,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8582607 52.3715127),node/599594230,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8582291 52.3273647),node/599594247,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8565652 52.3578585),node/599594279,,,,,,,,26.25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS;GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.855764 52.357475),node/599594351,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8546837 52.3783543),node/599594363,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8546837 52.3783543),node/599594411,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8546837 52.3783543),node/599594438,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8543819 52.3729154),node/599594478,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.853473 52.3679051),node/599594504,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8530874 52.3499279),node/599594550,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8528833 52.3644422),node/599594592,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.850794 52.3476259),node/599594735,,,,,,,,33,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.85081 52.3476528),node/599594740,,,,,,,,38,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8507961 52.3476436),node/599594746,,,,,,,,38,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.850434 52.3474946),node/599594750,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8504458 52.3474802),node/599594751,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8483919 52.3728074),node/599594753,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8483919 52.3728074),node/599594754,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8483471 52.3523151),node/599594755,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8473738 52.3539015),node/599594773,,,,,,,,26,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8473098 52.3538665),node/599594774,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8466346 52.376026),node/599594785,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8466346 52.376026),node/599594794,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8466346 52.376026),node/599594795,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
