geometry,Adres,Plaats,Gebruiksdoel,Objectsoort,FUNCTIE,FUNCTIE_ID,Oppervlakte,HEX,Buurtcode,Verblijfsobject
POINT (52.378303 4.883666),Westerstraat 105/H,Amsterdam,winkelfunctie,,Detailhandel,D,141,5,AB05,0363010000967877
POINT (52.381925 4.883625),Palmdwarsstraat 13,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,72,4,AB02,0363010000770743
POINT (52.384127 4.8836001),Haarlemmerplein 15/H,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,107,5,AA05,0363010000656782
POINT (52.389267 4.883542),Le Mairekade 33B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,79,4,EB07,0363010001000735
POINT (52.410259 4.883309),Binairstraat 19,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,246,6,NB02,0363010012069080
POINT (52.331938 4.8842051),Arent Janszoon Ernststraat 187,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,97,5,KR02,0363010000572256
POINT (52.363968 4.883843),Korte Leidsedwarsstraat 79,Amsterdam,bijeenkomstfunctie,Hotelkamer,Logies,L,456,7,AH02,0363010000944711
POINT (52.372326 4.8837491),Reestraat 19/H,Amsterdam,winkelfunctie,Kantoor|Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,109,5,AC03,0363010000788883
POINT (52.375804 4.883709),Prinsengracht 134/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,86,5,AB07,0363010000943012
POINT (52.3606069 4.883896),Jan Luijkenstraat 10,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,547,7,KD04,0363010000685512
POINT (52.363771 4.8838601),Korte Leidsedwarsstraat 32,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,165,5,AH02,0363010000714020
POINT (52.366997 4.883823),Molenpad 5,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,750,8,AC04,0363010001975846
POINT (52.370331 4.8837859),Berenstraat 11,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,135,5,AC03,0363010000943646
POINT (52.374906 4.883734),Prinsengracht 277,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,313,6,AC02,0363010000784439
POINT (52.3777919 4.883709),Eerste Tuindwarsstraat 1/H,Amsterdam,winkelfunctie,Kantoor|Winkel/verkoopruimte,Detailhandel,D,80,4,AB05,0363010012067036
POINT (52.3639241 4.8838731),Korte Leidsedwarsstraat 83,Amsterdam,bijeenkomstfunctie|woonfunctie,Kantoor|Keuken|Restaurant|Woning in niet-woning,Horeca,H,194,6,AH02,0363010000952816
POINT (52.368956 4.883816),Runstraat 8/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,120,5,AC03,0363010000798896
POINT (52.375841 4.8837379),Prinsengracht 130A,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,185,6,AB07,0363010001172732
POINT (52.37744 4.8837201),Eerste Tuindwarsstraat 16/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,27,3,AB05,0363010000548621
POINT (52.381368 4.8836749),Palmdwarsstraat 38,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,66,4,AB02,0363010000770774
POINT (52.3489151 4.884057),Stadionweg 1,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,185,6,KJ06,0363010000819465
POINT (52.3627729 4.883901),Kleine-Gartmanplantsoen 51,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,166,5,AH06,0363010000707461
POINT (52.364652 4.8838791),Leidsestraat 95,Amsterdam,bijeenkomstfunctie|woonfunctie,Entree/garderobe|Kelder|Keuken|Opslag/magazijn|Overige ruimten|Restaurant|Sanitaire ruimte,Horeca,H,135,5,AH02,0363010001007248
POINT (52.370457 4.8838141),Berenstraat 12,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,83,5,AC03,0363010000581174
POINT (52.378312 4.883725),Westerstraat 103/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,169,5,AB05,0363010000866226
POINT (52.367871 4.883847),Keizersgracht 440E,Amsterdam,kantoorfunctie,,Kantoren,K,160,5,AC04,0363010012074138
POINT (52.365065 4.883889),Prinsengracht 440,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Sanitaire ruimte|Winkel/verkoopruimte,Detailhandel,D,82,5,AH01,0363010000784800
POINT (52.371733 4.883814),Prinsengracht 371C,Amsterdam,industriefunctie|woonfunctie,Kantoor,Kantoren,K,178,5,AC03,0363010001038552
POINT (52.371751 4.8838139),Prinsengracht 371D,Amsterdam,woonfunctie,Kantoor,Kantoren,K,134,5,AC03,0363010001038553
POINT (52.37176 4.883814),Prinsengracht 371E,Amsterdam,industriefunctie|woonfunctie,Kantoor,Kantoren,K,132,5,AC03,0363010001038554
POINT (52.3724521 4.883806),Reestraat 20/H,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,115,5,AC03,0363010000788892
POINT (52.376002 4.883766),Nieuwe Leliestraat 6B,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,59,4,AB07,0363010000980366
POINT (52.3840729 4.883674),Haarlemmerplein 13/H,Amsterdam,industriefunctie,Winkel/verkoopruimte,Detailhandel,D,76,4,AA05,0363010000656774
POINT (52.35224 4.8840491),Roelof Hartstraat 34/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,87,5,KD10,0363010000795047
POINT (52.364858 4.8839071),Leidsestraat 86/H,Amsterdam,winkelfunctie,Dagverblijf|Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,250,6,AH01,0363010000939499
POINT (52.3688311 4.883862),Runstraat 7/H,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte,Detailhandel,D,20,3,AC04,0363010000798892
POINT (52.3703319 4.883844),Berenstraat 9/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,32,4,AC03,0363010000581166
POINT (52.371716 4.883829),Prinsengracht 371B,Amsterdam,industriefunctie|woonfunctie,Kantoor,Museum en galerie,G,105,5,AC03,0363010001038551
POINT (52.387991 4.8836439),Houtmankade 44D,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,406,7,EB10,0363010001165177
POINT (52.373885 4.883809),Westermarkt 25F,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,106,5,AC03,0363010012149439
POINT (52.3353411 4.884248),Antonio Vivaldistraat 1,Amsterdam,bijeenkomstfunctie,Keuken|Restaurant|Sanitaire ruimte,Horeca,H,229,6,KP05,0363010012081756
POINT (52.333862 4.8842721),De Klencke 111,Amsterdam,gezondheidszorgfunctie,Gebouwdeel t.b.v. woondoeleinden in g|Opstal,Zorg,Z,16763,24,KR01,0363010000617870
POINT (52.368957 4.883875),Runstraat 6/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,40,4,AC03,0363010000798889
POINT (52.367868 4.8838919),Keizersgracht 440D,Amsterdam,kantoorfunctie,,Kantoren,K,268,6,AC04,0363010012074137
POINT (52.3547301 4.8840501),Johannes Vermeerstraat 40,Amsterdam,kantoorfunctie,Cafe/bar|Opslag/magazijn,Horeca,H,141,5,KD08,0363010000694434
POINT (52.372318 4.883851),Reestraat 17C,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,50,4,AC03,0363010000788880
POINT (52.3773151 4.8837951),Eerste Egelantiersdwarsstraat 2,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,34,4,AB05,0363010000544414
POINT (52.3879909 4.883674),Houtmankade 44C,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,320,6,EB10,0363010001165176
POINT (52.410645 4.8834181),Netwerkweg 15C,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,246,6,NB02,0363010012069083
POINT (52.34357 4.884179),Beatrixpark 1,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Overige ruimten,Horeca,H,84,5,KN02,0363010011872076
POINT (52.3637 4.8839519),Korte Leidsedwarsstraat 36,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant|Sanitaire ruimte,Horeca,H,430,7,AH02,0363010012079660
POINT (52.360626 4.883998),Jan Luijkenstraat 8/H,Amsterdam,kantoorfunctie,,Kantoren,K,254,6,KD04,0363010000685505
POINT (52.363888 4.883961),Korte Leidsedwarsstraat 87,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,203,6,AH02,0363010000714087
POINT (52.372444 4.883865),Reestraat 18/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,69,4,AC03,0363010000788881
POINT (52.376012 4.883824),Nieuwe Leliestraat 4/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,32,4,AB07,0363010000756621
POINT (52.331938 4.8843381),Arent Janszoon Ernststraat 185,Amsterdam,winkelfunctie,,Detailhandel,D,168,5,KR02,0363010000572255
POINT (52.3879649 4.8837039),Houtmankade 46,Amsterdam,kantoorfunctie,Parkeerplaats,Kantoren,K,152,5,EB10,0363010001165178
POINT (52.3879829 4.883703),Houtmankade 44B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,124,5,EB10,0363010001165175
POINT (52.38801 4.8837029),Houtmankade 42C,Amsterdam,kantoorfunctie,,Kantoren,K,557,7,EB10,0363010001165173
POINT (52.37388 4.883865),Westermarkt 23,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,81,4,AC03,0363010012149433
POINT (52.367861 4.883936),Keizersgracht 440C,Amsterdam,kantoorfunctie,,Kantoren,K,268,6,AC04,0363010012074139
POINT (52.352223 4.8841229),Roelof Hartstraat 36/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,72,4,KD10,0363010000795051
POINT (52.357705 4.884061),Johannes Vermeerstraat 2,Amsterdam,kantoorfunctie,Archiefruimte|Kantoor|Opslag/magazijn,Kantoren,K,994,8,KD08,0363010000694398
POINT (52.36387 4.8839909),Korte Leidsedwarsstraat 89,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,173,5,AH02,0363010000714092
POINT (52.366225 4.8839641),Kerkstraat 4C,Amsterdam,overige gebruiksfunctie,Cafe/bar|Woning in niet-woning,Horeca,H,106,5,AG01,0363010000702614
POINT (52.3668 4.883958),Leidsegracht 38,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,806,8,AC04,0363010001975845
POINT (52.368813 4.8839349),Runstraat 5,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte|Woning,Detailhandel,D,74,4,AC04,0363010000798888
POINT (52.368948 4.8839341),Runstraat 4/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,82,5,AC03,0363010000798885
POINT (52.381548 4.8837911),Palmdwarsstraat 61,Amsterdam,bijeenkomstfunctie,Zaal/Collegezaal,Onderwijs,O,621,7,AB02,0363010000770790
POINT (52.387983 4.8837181),Houtmankade 44A,Amsterdam,woonfunctie,Kantoor,Kantoren,K,221,6,EB10,0363010001165174
POINT (52.407134 4.8835009),tt. Melissaweg 21,Amsterdam,kantoorfunctie,,Kantoren,K,320,6,NB02,0363010001994717
POINT (52.364275 4.8840011),Lange Leidsedwarsstraat 82,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,65,4,AH02,0363010000838576
POINT (52.364706 4.8839961),Leidsestraat 91,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,121,5,AH02,0363010000721784
POINT (52.378672 4.883838),Westerstraat 98/H,Amsterdam,winkelfunctie,Kantine|Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,760,8,AB03,0363010002001915
POINT (52.381054 4.883811),Willemsstraat 95/H,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,48,4,AB02,0363010000873436
POINT (52.38801 4.8837331),Houtmankade 42A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,467,7,EB10,0363010001165171
POINT (52.40965 4.883498),Netwerkweg 3,Amsterdam,bijeenkomstfunctie,Keuken|Opslag/magazijn|Restaurant,Horeca,H,431,7,NB02,0363010012126777
POINT (52.355332 4.884117),Johannes Vermeerstraat 63,Amsterdam,kantoorfunctie,Garage|Kantoor|Opslag/magazijn,Kantoren,K,511,7,KD08,0363010000694471
POINT (52.364904 4.884009),Leidsestraat 82,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,699,8,AH01,0363010001165541
POINT (52.370458 4.883946),Berenstraat 8/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,116,5,AC03,0363010000581162
POINT (52.372318 4.883925),Reestraat 15D,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,65,4,AC03,0363010000788876
POINT (52.3760299 4.8838829),Nieuwe Leliestraat 2,Amsterdam,bijeenkomstfunctie|woonfunctie,Keuken|Opslag/magazijn|Restaurant|Woning in niet-woning,Horeca,H,62,4,AB07,0363010000756620
POINT (52.377054 4.8838711),Egelantiersstraat 58/H,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,138,5,AB05,0363010000965022
POINT (52.367856 4.88398),Keizersgracht 440B,Amsterdam,kantoorfunctie,,Kantoren,K,282,6,AC04,0363010012074141
POINT (52.3741981 4.8839119),Westermarkt 80,Amsterdam,overige gebruiksfunctie,Winkel/verkoopruimte,Detailhandel,D,16,3,AC02,0363010012573509
POINT (52.410604 4.8835039),Netwerkweg 15B,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,239,6,NB02,0363010012069084
POINT (52.365003 4.8840219),Prinsengracht 444,Amsterdam,bijeenkomstfunctie,Hotelkamer|Overige ruimten,Logies,L,1773,10,AH01,0363010000784804
POINT (52.369838 4.883968),Keizersgracht 334,Amsterdam,kantoorfunctie,Kantine|Kantoor|Opslag/magazijn|Overige ruimten,Kantoren,K,799,8,AC03,0363010000995891
POINT (52.372444 4.883938),Reestraat 16C,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,82,5,AC03,0363010000788877
POINT (52.383912 4.8838081),Vinkenstraat 187,Amsterdam,gezondheidszorgfunctie,,Zorg,Z,40,4,AA05,0363010011943914
POINT (52.354074 4.884161),Pieter Baststraat 2/H,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte|Woning in niet-woning,Detailhandel,D,56,4,KD09,0363010000774230
POINT (52.360653 4.8840859),Jan Luijkenstraat 6/H,Amsterdam,kantoorfunctie,,Kantoren,K,258,6,KD04,0363010000685500
POINT (52.361264 4.884079),Pieter Cornelisz. Hooftstraat 2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,4239,12,KD04,0363010012083860
POINT (52.363232 4.884057),Kleine-Gartmanplantsoen 21,Amsterdam,kantoorfunctie|woonfunctie,Kantoor|Opslag/magazijn,Kantoren,K,1810,10,AH02,0363010001045057
POINT (52.364724 4.88404),Leidsestraat 89,Amsterdam,winkelfunctie,Kantoor|Opslag/magazijn|Restaurant,Horeca,H,435,7,AH02,0363010000721782
POINT (52.367492 4.884009),Keizersgracht 448B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,123,5,AC04,0363010001045018
POINT (52.368822 4.8839939),Runstraat 3/H,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte,Detailhandel,D,21,3,AC04,0363010000798883
POINT (52.369281 4.8839891),Keizersgracht 384,Amsterdam,logiesfunctie,Entree/garderobe|Hotelkamer|Kantoor|Opslag/magazijn|Overige ruimten|Restaurant,Logies,L,2486,11,AC03,0363010000701051
POINT (52.414666 4.883474),Mercuriusstraat 21,Amsterdam,winkelfunctie,Opslag/magazijn,Bedrijven,B,49,4,NC02,0363010000742363
POINT (52.4100449 4.8835289),Binairstraat 12,Amsterdam,industriefunctie,Kantine|Opslag/magazijn|Parkeerplaats|Werkplaats|Winkel/verkoopruimte,Bedrijven,B,612,7,NB02,0363010012155976
POINT (52.3319389 4.884425),Arent Janszoon Ernststraat 183,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,214,6,KR02,0363010000572254
POINT (52.363816 4.884065),Korte Leidsedwarsstraat 93/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,104,5,AH02,0363010000714095
POINT (52.373882 4.8839509),Westermarkt 21/H,Amsterdam,winkelfunctie,,Detailhandel,D,219,6,AC03,0363010000977129
POINT (52.380892 4.883872),Tweede Goudsbloemdwarsstraat 8A,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,48,4,AB02,0363010000550371
POINT (52.380937 4.883871),Tweede Goudsbloemdwarsstraat 6B,Amsterdam,overige gebruiksfunctie,Keuken|Restaurant|Winkel/verkoopruimte,Detailhandel,D,138,5,AB02,0363010000550369
POINT (52.389241 4.883777),Le Mairekade 33A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,79,4,EB07,0363010001000734
POINT (52.367854 4.8840231),Keizersgracht 440A,Amsterdam,bijeenkomstfunctie,,Kantoren,K,327,6,AC04,0363010012074140
POINT (52.3689279 4.8840109),Runstraat 2B,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,45,4,AC03,0363010012070002
POINT (52.352223 4.884211),Roelof Hartstraat 38/H,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte,Detailhandel,D,71,4,KD10,0363010000795055
POINT (52.364212 4.8840751),Lange Leidsedwarsstraat 86,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,102,5,AH02,0363010000838577
POINT (52.364428 4.884073),Lange Leidsedwarsstraat 17/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,65,4,AH02,0363010000722859
POINT (52.370323 4.884006),Berenstraat 5A,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,65,4,AC03,0363010000581156
POINT (52.370449 4.884005),Berenstraat 6/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,62,4,AC03,0363010000581158
POINT (52.376066 4.883941),Prinsengracht 128A,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,72,4,AB07,0363010000783908
POINT (52.378331 4.883915),Westerstraat 95,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,134,5,AB05,0363010000866216
POINT (52.355879 4.884177),Johannes Vermeerstraat 55,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,343,6,KD08,0363010012136223
POINT (52.353185 4.884215),Balthasar Floriszstraat 19/H,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,84,5,KD09,0363010000576107
POINT (52.354003 4.884205),Pieter Baststraat 2B,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,39,4,KD09,0363010012136446
POINT (52.355791 4.884185),Johannes Vermeerplein 1,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,371,7,KD08,0363010001963348
POINT (52.367753 4.8840499),Keizersgracht 442,Amsterdam,kantoorfunctie,Archiefruimte|Kantoor|Vergaderruimte,Kantoren,K,768,8,AC04,0363010000701137
POINT (52.368822 4.884038),Runstraat 1,Amsterdam,bijeenkomstfunctie|woonfunctie,Keuken|Opslag/magazijn|Restaurant,Horeca,H,73,4,AC04,0363010000798881
POINT (52.363763 4.8841099),Korte Leidsedwarsstraat 95A,Amsterdam,bijeenkomstfunctie,Keuken|Opslag/magazijn|Restaurant,Horeca,H,265,6,AH02,0363010000714101
POINT (52.372319 4.8840129),Reestraat 13/H,Amsterdam,woonfunctie,Kantoor|Keuken|Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,162,5,AC03,0363010000788866
POINT (52.373784 4.8839959),Westermarkt 19E,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,91,5,AC03,0363010001022961
POINT (52.376102 4.88397),Prinsengracht 126/HV,Amsterdam,bijeenkomstfunctie,Keuken|Restaurant,Horeca,H,88,5,AB07,0363010000966726
POINT (52.376102 4.88397),Prinsengracht 126/H,Amsterdam,bijeenkomstfunctie,,Horeca,H,184,6,AB07,0363010000783902
POINT (52.377351 4.883956),Eerste Egelantiersdwarsstraat 1,Amsterdam,winkelfunctie,Expositieruimte,Museum en galerie,G,48,4,AB05,0363010000544413
POINT (52.380847 4.8839159),Tweede Goudsbloemdwarsstraat 10D,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,76,4,AB02,0363010000550378
POINT (52.3840289 4.8838801),Haarlemmerplein 11/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,71,4,AA05,0363010000656770
POINT (52.364392 4.884117),Lange Leidsedwarsstraat 19/1,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,50,4,AH02,0363010000977974
POINT (52.364392 4.884117),Lange Leidsedwarsstraat 19/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,64,4,AH02,0363010000722868
POINT (52.36476 4.8841129),Leidsestraat 87/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,95,5,AH02,0363010000721772
POINT (52.367313 4.8840841),Keizersgracht 452,Amsterdam,kantoorfunctie|woonfunctie,Kantoor|Opslag/magazijn|Woning in niet-woning,Kantoren,K,1981,10,AC04,0363010000701144
POINT (52.3807131 4.883933),Tweede Goudsbloemdwarsstraat 16,Amsterdam,winkelfunctie,Werkruimte|Winkel/verkoopruimte,Detailhandel,D,117,5,AB02,0363010000550389
POINT (52.407548 4.8836291),tt. Melissaweg 15,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte|Werkplaats,Bedrijven,B,3063,11,NB02,0363010000928505
POINT (52.410553 4.883599),Netwerkweg 15A,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,239,6,NB02,0363010012069085
POINT (52.361103 4.884161),Pieter Cornelisz. Hooftstraat 1,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,685,8,KD04,0363010012151192
POINT (52.355719 4.8842301),Johannes Vermeerplein 3,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,557,7,KD08,0363010000694387
POINT (52.368041 4.884091),Keizersgracht 432A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,52,4,AC04,0363010000733442
POINT (52.3724441 4.884041),Reestraat 14/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,100,5,AC03,0363010000788869
POINT (52.4144769 4.883565),Mercuriusplein 11,Amsterdam,winkelfunctie|woonfunctie,Garage aangebouwd|Winkel/verkoopruimte|Woning,Detailhandel,D,79,4,NC02,0363010000742345
POINT (52.384961 4.8839051),Haarlemmerplein 36,Amsterdam,winkelfunctie,Restaurant,Horeca,H,42,4,AA05,0363010012076885
POINT (52.368605 4.884096),Keizersgracht 412G,Amsterdam,kantoorfunctie,,Kantoren,K,67,4,AC04,0363010012138270
POINT (52.363179 4.8841601),Kleine-Gartmanplantsoen 25,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant|Sanitaire ruimte,Horeca,H,400,7,AH02,0363010001045058
POINT (52.370431 4.884078),Berenstraat 4/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,26,3,AC03,0363010000964375
POINT (52.376147 4.8840141),Prinsengracht 124/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,123,5,AB07,0363010000783896
POINT (52.390778 4.883848),Tasmanstraat 15,Amsterdam,bijeenkomstfunctie,Werkplaats|Werkruimte,Bedrijven,B,543,7,EB07,0363010000824861
POINT (52.4147381 4.883576),Mercuriusstraat 23,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,49,4,NC02,0363010000742364
POINT (52.3544 4.884271),Johannes Vermeerstraat 52/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn,Horeca,H,401,7,KD08,0363010012088866
POINT (52.3556571 4.8842601),Johannes Vermeerplein 5,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,482,7,KD08,0363010000694389
POINT (52.364356 4.884162),Lange Leidsedwarsstraat 21/H,Amsterdam,winkelfunctie,Keuken|Opslag/magazijn|Restaurant|Sanitaire ruimte,Horeca,H,127,5,AH02,0363010000722872
POINT (52.378682 4.8839999),Westerstraat 86/H,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,92,5,AB03,0363010000866197
POINT (52.383364 4.8839471),Brouwersgracht 288/H,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,185,6,AA05,0363010001989441
POINT (52.368266 4.8841249),Keizersgracht 424,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,2893,11,AC04,0363010012126781
POINT (52.364779 4.8841719),Leidsestraat 85,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,125,5,AH02,0363010000721769
POINT (52.3684631 4.88413),Keizersgracht 416/H,Amsterdam,kantoorfunctie|woonfunctie,Kantoor|Opslag/magazijn|Werkplaats,Kantoren,K,561,7,AC04,0363010000984943
POINT (52.376965 4.8840339),Egelantiersstraat 19,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,33,4,AB05,0363010000629401
POINT (52.381018 4.883988),Tweede Goudsbloemdwarsstraat 1,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,104,5,AB02,0363010000550359
POINT (52.364322 4.884178),Lange Leidsedwarsstraat 25/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,101,5,AH02,0363010012072553
POINT (52.363727 4.8841981),Korte Leidsedwarsstraat 99/H,Amsterdam,bijeenkomstfunctie,Keuken|Restaurant,Horeca,H,64,4,AH02,0363010000714104
POINT (52.3641499 4.884193),Lange Leidsedwarsstraat 92,Amsterdam,bijeenkomstfunctie,Kantoor|Opslag/magazijn|Restaurant|Sanitaire ruimte,Horeca,H,338,6,AH02,0363010000723029
POINT (52.369218 4.8841359),Keizersgracht 386A,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,226,6,AC03,0363010003691686
POINT (52.3723101 4.884101),Reestraat 11/H,Amsterdam,bijeenkomstfunctie,Keuken|Restaurant,Horeca,H,80,4,AC03,0363010000788859
POINT (52.380605 4.884007),Tweede Goudsbloemdwarsstraat 18,Amsterdam,overige gebruiksfunctie,Kantoor|Winkel/verkoopruimte,Detailhandel,D,36,4,AB02,0363010000550392
POINT (52.376211 4.88407),Prinsengracht 122B,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,82,5,AB07,0363010012147409
POINT (52.356987 4.884289),Johannes Vermeerstraat 29,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,550,7,KD08,0363010000694421
POINT (52.364105 4.884209),Lange Leidsedwarsstraat 94/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,57,4,AH02,0363010003684220
POINT (52.364797 4.884201),Leidsestraat 83,Amsterdam,bijeenkomstfunctie|woonfunctie,Cafetaria|Opslag/magazijn,Horeca,H,100,5,AH02,0363010000721767
