geometry,Adres,Plaats,Gebruiksdoel,Objectsoort,FUNCTIE,FUNCTIE_ID,Oppervlakte,HEX,Buurtcode,Verblijfsobject
POINT (52.385978 4.848752),Molenwerf 16,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1976,10,EA03,0363010001017695
POINT (52.349966 4.8492031),Aalsmeerweg 36/H,Amsterdam,kantoorfunctie,Restaurant,Horeca,H,40,4,KA04,0363010000557532
POINT (52.378273 4.8488669),Bos en Lommerweg 315/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,87,5,EF02,0363010012085006
POINT (52.35002 4.8492171),Aalsmeerweg 34/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,47,4,KA04,0363010000557524
POINT (52.3859779 4.848782),Molenwerf 18,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1965,10,EA03,0363010001017696
POINT (52.350146 4.84923),Aalsmeerweg 30/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,121,5,KA04,0363010000557509
POINT (52.397077 4.848662),Zekeringstraat 46,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,2207,10,BB07,0363010000903532
POINT (52.3502991 4.849243),Aalsmeerweg 24/H,Amsterdam,winkelfunctie,Creche,Onderwijs,O,50,4,KA04,0363010000557485
POINT (52.350362 4.8492419),Aalsmeerweg 22/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,54,4,KA04,0363010000557477
POINT (52.35047 4.849241),Aalsmeerweg 18/H,Amsterdam,winkelfunctie,Kelder|Winkel/verkoopruimte,Detailhandel,D,106,5,KA04,0363010000557461
POINT (52.350847 4.849236),Aalsmeerweg 4/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,50,4,KA04,0363010000557405
POINT (52.3509011 4.849236),Hoofddorpplein 21/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,50,4,KA04,0363010000960234
POINT (52.3510629 4.849234),Hoofddorpplein 27/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,120,5,KA04,0363010000670524
POINT (52.351171 4.8492319),Hoofddorpplein 31/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,176,5,KA04,0363010000670535
POINT (52.351333 4.8492311),Hoofddorpplein 37/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,120,5,KA04,0363010000670546
POINT (52.350578 4.849254),Aalsmeerweg 14/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,75,4,KA04,0363010000557445
POINT (52.350749 4.8492521),Aalsmeerweg 8/H,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte,Detailhandel,D,99,5,KA04,0363010000557421
POINT (52.350964 4.84925),Hoofddorpplein 23/H,Amsterdam,woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,51,4,KA04,0363010000670513
POINT (52.3510089 4.849249),Hoofddorpplein 25/H,Amsterdam,winkelfunctie,Opslag/magazijn|Werkruimte|Winkel/verkoopruimte,Detailhandel,D,149,5,KA04,0363010000670517
POINT (52.351117 4.849248),Hoofddorpplein 29/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,105,5,KA04,0363010000670531
POINT (52.3512251 4.849246),Hoofddorpplein 33/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,280,6,KA04,0363010000670539
POINT (52.351468 4.849243),Hoofddorpplein 41/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,97,5,KA04,0363010000670553
POINT (52.354764 4.849216),Theophile de Bockstraat 37/O,Amsterdam,winkelfunctie,Werkruimte,Detailhandel,D,271,6,KA01,0363010012089989
POINT (52.349401 4.849283),Aalsmeerweg 55/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,45,4,KA05,0363010000557606
POINT (52.3922961 4.848764),Transformatorweg 38,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1445,9,EA01,0363010001026756
POINT (52.396295 4.848715),Zekeringstraat 47,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1645,10,BB07,0363010000936694
POINT (52.332619 4.849494),Boeierspad 23,Amsterdam,industriefunctie,Botenhuis|Kantoor|Werkplaats,Bedrijven,B,427,7,KQ01,0363010012116666
POINT (52.349104 4.849302),Rietwijkerstraat 29,Amsterdam,winkelfunctie,Kantoor,Zorg,Z,61,4,KA05,0363010000792437
POINT (52.369999 4.849049),Orteliusstraat 193,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,50,4,EK02,0363010000764765
POINT (52.378303 4.848948),Bos en Lommerweg 313,Amsterdam,winkelfunctie,Restaurant,Horeca,H,153,5,EF02,0363010000593455
POINT (52.385978 4.848855),Molenwerf 22,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,6045,18,EA03,0363010001017698
POINT (52.392296 4.848779),Transformatorweg 42,Amsterdam,kantoorfunctie,,Kantoren,K,264,6,EA01,0363010001026758
POINT (52.392296 4.848779),Transformatorweg 40,Amsterdam,kantoorfunctie,,Kantoren,K,561,7,EA01,0363010001026757
POINT (52.392296 4.848793),Transformatorweg 44,Amsterdam,kantoorfunctie,,Kantoren,K,1683,10,EA01,0363010001026759
POINT (52.392296 4.848808),Transformatorweg 48,Amsterdam,kantoorfunctie,,Kantoren,K,264,6,EA01,0363010001026761
POINT (52.392296 4.848808),Transformatorweg 46,Amsterdam,kantoorfunctie,,Kantoren,K,635,8,EA01,0363010001026760
POINT (52.398458 4.848739),Dynamostraat 13,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,206,6,BB07,0363010012144008
POINT (52.392296 4.848823),Transformatorweg 52,Amsterdam,kantoorfunctie,,Kantoren,K,635,8,EA01,0363010001026763
POINT (52.392296 4.848823),Transformatorweg 50,Amsterdam,kantoorfunctie,,Kantoren,K,1615,10,EA01,0363010001026762
POINT (52.354737 4.8492891),Warmondstraat 120,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,91,5,KA01,0363010012089990
POINT (52.349356 4.849357),Rietwijkerstraat 32/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,67,4,KA05,0363010000792445
POINT (52.349455 4.849356),Aalsmeerweg 53/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,67,4,KA05,0363010000557598
POINT (52.351738 4.849328),Heemstedestraat 2,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,136,5,KA01,0363010000660377
POINT (52.354245 4.849298),Warmondstraat 132/H,Amsterdam,bijeenkomstfunctie|woonfunctie,Opslag/magazijn|Restaurant,Horeca,H,52,4,KA01,0363010000862286
POINT (52.392296 4.8488369),Transformatorweg 54,Amsterdam,kantoorfunctie,,Kantoren,K,271,6,EA01,0363010001026764
POINT (52.392296 4.8488369),Transformatorweg 56,Amsterdam,kantoorfunctie,,Kantoren,K,1637,10,EA01,0363010001026765
POINT (52.352304 4.8493359),Warmondstraat 198,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte,Detailhandel,D,64,4,KA01,0363010000862469
POINT (52.3527439 4.8493309),Warmondstraat 180,Amsterdam,winkelfunctie,Opslag/magazijn|Restaurant,Horeca,H,172,5,KA01,0363010000862423
POINT (52.352969 4.849328),Warmondstraat 178,Amsterdam,woonfunctie,Opslag/magazijn|Winkel/verkoopruimte|Woning,Detailhandel,D,49,4,KA01,0363010000862419
POINT (52.3544609 4.84931),Warmondstraat 130,Amsterdam,industriefunctie,Atelier,Bedrijven,B,110,5,KA01,0363010000862282
POINT (52.3798941 4.8490019),Spaanse Brabanderstraat 62,Amsterdam,winkelfunctie,Cafetaria|Opslag/magazijn,Horeca,H,54,4,EE01,0363010001008923
POINT (52.392306 4.848852),Transformatorweg 60,Amsterdam,kantoorfunctie,,Kantoren,K,271,6,EA01,0363010001026767
POINT (52.392306 4.848852),Transformatorweg 58,Amsterdam,kantoorfunctie,,Kantoren,K,635,8,EA01,0363010001026766
POINT (52.37301 4.8491),Jan van Galenstraat 178,Amsterdam,kantoorfunctie,,Kantoren,K,52,4,EF01,0363010001038536
POINT (52.392306 4.8488669),Transformatorweg 64,Amsterdam,kantoorfunctie,,Kantoren,K,635,8,EA01,0363010001026769
POINT (52.392306 4.8488669),Transformatorweg 62,Amsterdam,kantoorfunctie,,Kantoren,K,1637,10,EA01,0363010001026768
POINT (52.39582 4.848824),Zekeringstraat 45G,Amsterdam,kantoorfunctie,,Kantoren,K,140,5,BB07,0363010000936691
POINT (52.39582 4.848824),Zekeringstraat 45H,Amsterdam,kantoorfunctie,,Kantoren,K,330,6,BB07,0363010000936692
POINT (52.3958291 4.8488241),Zekeringstraat 45F,Amsterdam,kantoorfunctie,,Kantoren,K,160,5,BB07,0363010000936690
POINT (52.395874 4.848823),Zekeringstraat 45B,Amsterdam,kantoorfunctie,,Kantoren,K,2277,10,BB07,0363010000936686
POINT (52.392306 4.848881),Transformatorweg 66,Amsterdam,kantoorfunctie,,Kantoren,K,271,6,EA01,0363010001026770
POINT (52.392306 4.848881),Transformatorweg 68,Amsterdam,kantoorfunctie,,Kantoren,K,1367,9,EA01,0363010001026771
POINT (52.33262 4.84961),Boeierspad 22,Amsterdam,industriefunctie|kantoorfunctie,Botenhuis|Kantoor|Werkplaats,Bedrijven,B,487,7,KQ01,0363010012116667
POINT (52.392306 4.848896),Transformatorweg 72,Amsterdam,kantoorfunctie,,Kantoren,K,271,6,EA01,0363010001026773
POINT (52.392306 4.848896),Transformatorweg 70,Amsterdam,kantoorfunctie,,Kantoren,K,635,8,EA01,0363010001026772
POINT (52.3837489 4.8489999),Admiraal De Ruijterweg 434/H,Amsterdam,bijeenkomstfunctie,Technische installatieruimte,Onderwijs,O,282,6,EE02,0363010012066674
POINT (52.3787839 4.8490831),Bos en Lommerweg 238,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,95,5,EE01,0363010012090087
POINT (52.384763 4.84903),Haarlemmerweg 611,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,45,4,EE02,0363010012078774
POINT (52.358604 4.849348),Surinameplein 118,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1000,8,ER01,0363010000940684
POINT (52.378313 4.84911),Bos en Lommerweg 307,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,107,5,EF02,0363010001030058
POINT (52.389673 4.848972),Condensatorweg 48,Amsterdam,industriefunctie,Sportzaal,Sport,S,1800,10,EA02,0363010000607989
POINT (52.391515 4.8489499),Transformatorweg 39,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn|Sanitaire ruimte|Showroom|Werkplaats,Bedrijven,B,1508,9,EA02,0363010000830072
POINT (52.349321 4.8494751),Rietwijkerstraat 30/H,Amsterdam,bijeenkomstfunctie,Winkel/verkoopruimte,Detailhandel,D,48,4,KA05,0363010000792438
POINT (52.369676 4.849229),Orteliusstraat 191,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,58,4,EM01,0363010000764760
POINT (52.3837139 4.849059),Admiraal De Ruijterweg 432/H,Amsterdam,kantoorfunctie,,Kantoren,K,208,6,EE02,0363010000560512
POINT (52.3730109 4.849218),Jan van Galenstraat 176,Amsterdam,kantoorfunctie,Kantoor|Praktijkruimte,Zorg,Z,84,5,EF01,0363010001038535
POINT (52.3903109 4.8490081),Schakelstraat 15,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,1000,8,EA02,0363010000805807
POINT (52.378349 4.8491679),Bos en Lommerweg 305,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,157,5,EF02,0363010000593447
POINT (52.390167 4.849025),Schakelstraat 13,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,500,7,EA02,0363010000805804
POINT (52.390769 4.8490181),Schakelstraat 21,Amsterdam,bijeenkomstfunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte|Zaal/Collegezaal,Maatschappelijke bijeenkomst,Y,1050,9,EA02,0363010000805811
POINT (52.39094 4.8490149),Schakelstraat 23,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1102,9,EA02,0363010000805812
POINT (52.334276 4.8497159),Jollenpad 16,Amsterdam,bijeenkomstfunctie,Opslag/magazijn,Sport,S,476,7,KQ01,0363010003720222
POINT (52.3496619 4.849529),Aalsmeerweg 45/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,61,4,KA05,0363010000557568
POINT (52.390455 4.849036),Schakelstraat 17,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1083,9,EA02,0363010000805809
POINT (52.3906261 4.849034),Schakelstraat 19,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Productieruimte,Bedrijven,B,787,8,EA02,0363010000805810
POINT (52.383679 4.8491329),Admiraal De Ruijterweg 430/H,Amsterdam,kantoorfunctie,Opslag/magazijn|Praktijkruimte,Zorg,Z,248,6,EE02,0363010000560505
POINT (52.349761 4.849587),Aalsmeerweg 41/H,Amsterdam,bijeenkomstfunctie,Cafetaria,Horeca,H,105,5,KA05,0363010000557552
POINT (52.373002 4.8493061),Jan van Galenstraat 174/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,20,3,EF01,0363010000687464
POINT (52.398336 4.849008),Dynamostraat 11,Amsterdam,kantoorfunctie,Kantine|Kantoor,Kantoren,K,1344,9,BB07,0363010012144007
POINT (52.358488 4.8494961),Surinameplein 132,Amsterdam,bijeenkomstfunctie,,Kantoren,K,246,6,ER01,0363010000940685
POINT (52.372481 4.849342),Hoofdweg 384/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,114,5,EK03,0363010001029492
POINT (52.394001 4.8490879),Isolatorweg 31,Amsterdam,industriefunctie,,Bedrijven,B,1920,10,EA01,0363010012572898
POINT (52.349834 4.84963),Aalsmeerweg 39/H,Amsterdam,kantoorfunctie,Cafetaria,Horeca,H,52,4,KA05,0363010000557544
POINT (52.370064 4.8493859),Orteliusstraat 190,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,79,4,EK02,0363010000764759
POINT (52.349978 4.849672),Aalsmeerweg 33/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,100,5,KA05,0363010000557520
POINT (52.351784 4.8496511),Warmondstraat 201,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,60,4,KA01,0363010000862476
POINT (52.372643 4.849398),Jan van Galenstraat 287/H,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,86,5,EK03,0363010000687709
POINT (52.3547501 4.849629),Theophile de Bockstraat 35,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,138,5,KA01,0363010001006483
POINT (52.3501479 4.8497001),Aalsmeerweg 27/H,Amsterdam,bijeenkomstfunctie,Creche|Opslag/magazijn,Onderwijs,O,132,5,KA05,0363010000557497
POINT (52.350265 4.8496981),Aalsmeerweg 23/H,Amsterdam,bijeenkomstfunctie,Creche|Opslag/magazijn,Onderwijs,O,124,5,KA05,0363010000557481
POINT (52.3508581 4.8496911),Aalsmeerweg 1,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,115,5,KA05,0363010000557400
POINT (52.3601061 4.8495789),Postjeskade 200,Amsterdam,bijeenkomstfunctie,Opstal,Maatschappelijke bijeenkomst,Y,871,8,ER01,0363010000780267
POINT (52.350211 4.849714),Aalsmeerweg 25/H,Amsterdam,winkelfunctie,Kantine|Kantoor|Winkel/verkoopruimte,Detailhandel,D,124,5,KA05,0363010000557489
POINT (52.350328 4.849712),Aalsmeerweg 21/H,Amsterdam,winkelfunctie,Cafetaria|Dagkeuken/pantry|Opslag/magazijn,Horeca,H,99,5,KA05,0363010000557473
POINT (52.350364 4.849712),Aalsmeerweg 19/H,Amsterdam,bijeenkomstfunctie,Creche|Opslag/magazijn,Onderwijs,O,121,5,KA05,0363010000557465
POINT (52.351883 4.8496931),Warmondstraat 197,Amsterdam,winkelfunctie|woonfunctie,Kantoor|Opslag/magazijn,Detailhandel,D,42,4,KA01,0363010000862468
POINT (52.349061 4.8497421),Rietwijkerstraat 27/H,Amsterdam,bijeenkomstfunctie|overige gebruiksfunctie|winkelfunctie,,Detailhandel,D,238,6,KA05,0363010000792429
POINT (52.372671 4.849486),Jan van Galenstraat 285/H,Amsterdam,bijeenkomstfunctie,Kantoor|Restaurant,Horeca,H,119,5,EK03,0363010000687705
POINT (52.3933949 4.84925),Kabelweg 48,Amsterdam,kantoorfunctie,Kantoor|Technische installatieruimte,Kantoren,K,4300,12,EA01,0363010001026579
POINT (52.369741 4.849566),Orteliusstraat 188,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,71,4,EM01,0363010000764754
POINT (52.398236 4.849223),Dynamostraat 9,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn|Parkeerplaats|Personeelsvoorziening|Showroom,Bedrijven,B,6670,19,BB07,0363010012144006
POINT (52.3779039 4.8494801),Tijl Uilenspiegelstraat 11,Amsterdam,onderwijsfunctie,Gymzaal|Schoolgebouw,Onderwijs,O,3285,11,EF02,0363010000827806
POINT (52.3729671 4.849541),Jan van Galenstraat 168,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,48,4,EF01,0363010000687452
POINT (52.372006 4.849559),Hoofdweg 366/H,Amsterdam,gezondheidszorgfunctie,Praktijkruimte,Zorg,Z,120,5,EK03,0363010012132870
POINT (52.3492859 4.849842),Rietwijkerstraat 22/H,Amsterdam,winkelfunctie,Opslag/magazijn,Detailhandel,D,554,7,KA05,0363010000792410
POINT (52.399093 4.84924),Kabelweg 100,Amsterdam,industriefunctie,Kantoor|Showroom|Werkplaats,Detailhandel,D,1640,10,BB07,0363010000696525
POINT (52.372689 4.849589),Jan van Galenstraat 283/H,Amsterdam,industriefunctie,,Bedrijven,B,316,6,EK03,0363010001005436
POINT (52.382368 4.8494719),Sara Burgerhartstraat 3,Amsterdam,onderwijsfunctie,Gymzaal|Schoolgebouw,Onderwijs,O,3268,11,EE01,0363010000803902
POINT (52.3508951 4.8498671),Hoofddorpplein 13,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,153,5,KA05,0363010000670490
POINT (52.3729861 4.8496),Jan van Galenstraat 166,Amsterdam,industriefunctie,Winkel/verkoopruimte,Detailhandel,D,75,4,EF01,0363010000687448
POINT (52.378405 4.849534),Bos en Lommerweg 291,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,126,5,EF02,0363010012086379
POINT (52.378405 4.849534),Bos en Lommerweg 297,Amsterdam,winkelfunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte|Winkel/verkoopruimte,Detailhandel,D,341,6,EF02,0363010012086380
POINT (52.394258 4.8493419),Isolatorweg 35,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,540,7,EA01,0363010000678110
POINT (52.378881 4.8495429),Spaanse Brabanderstraat 1,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,38,4,EE01,0363010001008861
POINT (52.3905911 4.849402),Schakelstraat 16,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1751,10,EA02,0363010000805808
POINT (52.371835 4.8496429),Hoofdweg 360/H,Amsterdam,industriefunctie,Opstal|Werkplaats,Bedrijven,B,868,8,EK03,0363010000671853
POINT (52.390268 4.8494201),Schakelstraat 12,Amsterdam,industriefunctie,Kantoor|Showroom|Werkplaats|Werkruimte,Bedrijven,B,481,7,EA02,0363010001003081
POINT (52.390403 4.849419),Schakelstraat 14/H,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,456,7,EA02,0363010000805805
POINT (52.390735 4.849415),Schakelstraat 24A,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte,Bedrijven,B,150,5,EA02,0363010011032357
POINT (52.390735 4.849415),Schakelstraat 24B,Amsterdam,industriefunctie,Dagkeuken/pantry|Kantoor|Opslag/magazijn|Sanitaire ruimte,Bedrijven,B,388,7,EA02,0363010011032358
POINT (52.390879 4.849413),Schakelstraat 26B,Amsterdam,industriefunctie,Dagkeuken/pantry|Kantoor|Opslag/magazijn|Sanitaire ruimte,Bedrijven,B,504,7,EA02,0363010011032360
POINT (52.390888 4.8494269),Schakelstraat 26A,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte,Bedrijven,B,158,5,EA02,0363010011032359
POINT (52.3897631 4.8494471),Schakelstraat 6,Amsterdam,industriefunctie,Atelier|Dakterras,Bedrijven,B,126,5,EA02,0363010012147976
POINT (52.389736 4.8494511),Schakelstraat 2,Amsterdam,bijeenkomstfunctie,Zaal/Collegezaal,Ontspanning en vermaak,C,279,6,EA02,0363010012147975
POINT (52.3897939 4.84945),Schakelstraat 8,Amsterdam,industriefunctie,Atelier,Bedrijven,B,99,5,EA02,0363010012147977
POINT (52.332553 4.850147),Boeierspad 21,Amsterdam,sportfunctie,Kantoor|Showroom|Werkplaats,Sport,S,454,7,KQ01,0363010000589695
POINT (52.351758 4.849915),Hoofddorpplein 22/H,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,256,6,KA01,0363010000670509
POINT (52.390133 4.8494511),Schakelstraat 10,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,934,8,EA02,0363010000805803
POINT (52.38975 4.849468),Schakelstraat 4,Amsterdam,industriefunctie,Atelier,Bedrijven,B,382,7,EA02,0363010012147978
POINT (52.373076 4.849687),Mercatorstraat 89,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,70,4,EF01,0363010000742157
POINT (52.378423 4.8496521),Bos en Lommerweg 287,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,148,5,EF02,0363010000593431
POINT (52.39709 4.849426),Zekeringstraat 44,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,2207,10,BB07,0363010000903531
POINT (52.353538 4.849967),Weissenbruchstraat 28/H,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,238,6,KA01,0363010001006575
POINT (52.3684751 4.8497869),Orteliusstraat 151,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,58,4,EM01,0363010000764612
POINT (52.370083 4.849767),Jan Evertsenstraat 144A/H,Amsterdam,winkelfunctie|woonfunctie,Atelier|Opslag/magazijn|Woning,Detailhandel,D,42,4,EK02,0363010000684544
POINT (52.396865 4.849443),Zekeringstraat 42,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,2430,11,BB07,0363010000903530
POINT (52.370494 4.8497739),Hoofdweg 325/H,Amsterdam,gezondheidszorgfunctie,Praktijkruimte,Zorg,Z,120,5,EK02,0363010012062266
POINT (52.3517681 4.8500031),Hoofddorpplein 20,Amsterdam,winkelfunctie,Cafetaria|Opslag/magazijn,Horeca,H,130,5,KA01,0363010000670504
POINT (52.378918 4.8496751),Bos en Lommerweg 236,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,40,4,EE01,0363010000593357
POINT (52.395814 4.8494709),Zekeringstraat 43F,Amsterdam,kantoorfunctie,,Kantoren,K,320,6,BB07,0363010001002888
POINT (52.395823 4.84947),Zekeringstraat 43E,Amsterdam,kantoorfunctie,,Kantoren,K,825,8,BB07,0363010001002887
POINT (52.395831 4.84947),Zekeringstraat 43D,Amsterdam,kantoorfunctie,,Kantoren,K,1062,9,BB07,0363010001002886
POINT (52.3958581 4.84947),Zekeringstraat 43B,Amsterdam,kantoorfunctie,,Kantoren,K,233,6,BB07,0363010001002884
POINT (52.3958671 4.8494699),Zekeringstraat 43A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,210,6,BB07,0363010001002883
POINT (52.383474 4.849635),Admiraal De Ruijterweg 418/H,Amsterdam,woonfunctie,Opslag/magazijn|Werkplaats,Bedrijven,B,247,6,EE02,0363010000560469
POINT (52.378468 4.8497101),Bos en Lommerweg 285,Amsterdam,bijeenkomstfunctie,Cafetaria,Horeca,H,156,5,EF02,0363010000593430
POINT (52.39452 4.84953),Isolatorweg 37,Amsterdam,industriefunctie,Kantoor|Werkplaats,Bedrijven,B,620,7,EA01,0363010000678112
POINT (52.350896 4.8500869),Hoofddorpplein 9/H,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,43,4,KA05,0363010000670474
POINT (52.3817401 4.849729),Hofwijckstraat 43,Amsterdam,bijeenkomstfunctie,Cafe/bar,Horeca,H,40,4,EE01,0363010000669236
POINT (52.349054 4.850153),Kromme Leimuidenstraat 2/H,Amsterdam,bijeenkomstfunctie,Club-/verenigingsgebouw,Kantoren,K,60,4,KA05,0363010000711392
POINT (52.372726 4.849867),Mercatorstraat 87,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,158,5,EK03,0363010000742155
POINT (52.355669 4.8500881),Albert Neuhuysstraat 32,Amsterdam,winkelfunctie,Opslag/magazijn|Overige ruimten|Winkel/verkoopruimte,Detailhandel,D,266,6,KA01,0363010000564235
POINT (52.356873 4.850073),Haarlemmermeerstraat 26,Amsterdam,kantoorfunctie,Kelder|Praktijkruimte,Zorg,Z,98,5,KA01,0363010000656261
POINT (52.356999 4.850072),Haarlemmermeerstraat 18,Amsterdam,overige gebruiksfunctie|woonfunctie,Kantoor|Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,54,4,KA01,0363010000656253
POINT (52.357574 4.850065),Surinameplein 85,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn|Werkplaats,Kantoren,K,255,6,KA01,0363010000824177
POINT (52.350897 4.85016),Hoofddorpplein 7,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,50,4,KA05,0363010000670470
POINT (52.351759 4.85015),Hoofddorpplein 16/H,Amsterdam,bijeenkomstfunctie,Cafetaria|Opslag/magazijn,Horeca,H,152,5,KA01,0363010000670494
POINT (52.3535481 4.850128),Weissenbruchstraat 24,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,59,4,KA01,0363010000864888
POINT (52.3535929 4.8501281),Haarlemmermeerstraat 116/H,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,56,4,KA01,0363010000656542
POINT (52.3557591 4.8501021),Haarlemmermeerstraat 72,Amsterdam,winkelfunctie|woonfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,56,4,KA01,0363010000656392
POINT (52.356603 4.8500911),Haarlemmermeerstraat 42,Amsterdam,bijeenkomstfunctie,Ontspanningsruimte,Prostitutie,P,85,5,KA01,0363010000656306
POINT (52.357062 4.850086),Haarlemmermeerstraat 16,Amsterdam,kantoorfunctie,Praktijkruimte,Zorg,Z,88,5,KA01,0363010000656251
POINT (52.351885 4.850163),Haarlemmermeerstraat 166,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,131,5,KA01,0363010000980064
